Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000010529.2, ENSGALG00000010529.3, 42, 0.516505
ENSGALG00000010529.3, ENSGALG00000010529.3, 45, 1
ENSGALG00000010529.3, ENSGALG00000010529.3, 51, 1
ENSGALG00000010529.3, ENSGALG00000010529.3, 53, 1
ENSGALG00000010529.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000013738.1, ENSGALG00000013738.2, 36, 0
ENSGALG00000013738.2, ENSGALG00000013738.3, 42, 0.936729
ENSGALG00000013738.3, ENSGALG00000013738.3, 45, 1
ENSGALG00000013738.3, ENSGALG00000013738.3, 51, 1
ENSGALG00000013738.3, ENSGALG00000013738.3, 53, 1
ENSGALG00000013738.3, ENSGALG00000013738.4, 71, 0.990811
ENSGALG00000013738.4, ENSGALG00000013738.5, 86, 0.736927
ENSGALG00000013738.5, ENSGALG00000013738.6, 87, 0.743198
ENSGALG00000013738.6, ENSGALG00000013738.7, 95, 0.920953
ENSGALG00000013738.7, ENSGALG00000013738.8, 104, 0.878457

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000011435.1, ENSGALG00000011435.2, 36, 0
ENSGALG00000011435.2, ENSGALG00000011435.3, 42, 0.954466
ENSGALG00000011435.3, ENSGALG00000011435.3, 45, 1
ENSGALG00000011435.3, ENSGALG00000011435.3, 51, 1
ENSGALG00000011435.3, ENSGALG00000011435.3, 53, 1
ENSGALG00000011435.3, ENSGALG00000011435.4, 71, 0.983584
ENSGALG00000011435.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000014096.1, ENSGALG00000014096.1, 36, 1
ENSGALG00000014096.1, ENSGALG00000014096.2, 42, 0.725324
ENSGALG00000014096.2, ENSGALG00000014096.2, 45, 1
ENSGALG00000014096.2, ENSGALG00000014096.2, 51, 1
ENSGALG00000014096.2, ENSGALG00000014096.2, 53, 1
ENSGALG00000014096.2, ENSGALG00000014096.3, 71, 0.960947
ENSGALG00000014096.3, ENSGALG00000014096.4, 86, 0.999541
ENSGALG00000014096.4, ENSGALG00000014096.5, 95, 0.847487
ENSGALG00000014096.5, ENSGALG00000014096.6, 104, 0.877815

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000002484.1, ENSGALG00000002484.2, 36, 0
ENSGALG00000002484.2, ENSGALG00000002484.3, 42, 0.480024
ENSGALG00000002484.3, ENSGALG00000002484.3, 45, 1
ENSGALG00000002484.3, ENSGALG00000002484.3, 51, 1
ENSGALG00000002484.3, ENSGALG00000002484.3, 53, 1
ENSGALG00000002484.3, ENSGALG00000002484.4, 71, 0.768092
ENSGALG00000002484.4, ENSGALG00000002484.5, 86, 0.726797
ENSGALG00000002484.5, ENSGALG00000002484.6, 87, 0.910371
ENSGALG00000002484.6, ENSGALG00000002484.7, 95, 0.512932
ENSGALG00000002484.7, ENSGALG00000002484.8, 104, 0.872257

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000018772.1, ENSGALG00000018772.2, 42, 0.488568
ENSGALG00000018772.2, ENSGALG00000018772.2, 45, 1
ENSGALG00000018772.2, ENSGALG00000018772.2, 51, 1
ENSGALG00000018772.2, ENSGALG00000018772.2, 53, 1
ENSGALG00000018772.2, ENSGALG00000018772.3, 71, 0.445568
ENSGALG00000018772.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000000346.1, ENSGALG00000000346.2, 36, 0
ENSGALG00000000346.2, ENSGALG00000000346.3, 42, 0.291637
ENSGALG00000000346.3, ENSGALG00000000346.3, 45, 1
ENSGALG00000000346.3, ENSGALG00000000346.3, 51, 1
ENSGALG00000000346.3, ENSGALG00000000346.3, 53, 1
ENSGALG00000000346.3, ENSGALG00000000346.4, 71, 0.608836
ENSGALG00000000346.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000001577.1, ENSGALG00000001577.2, 36, 0
ENSGALG00000001577.2, ENSGALG00000001577.3, 42, 0.404451
ENSGALG00000001577.3, ENSGALG00000001577.3, 45, 1
ENSGALG00000001577.3, ENSGALG00000001577.4, 51, 0.909951
ENSGALG00000001577.4, ENSGALG00000001577.4, 53, 1
ENSGALG00000001577.4, ENSGALG00000001577.5, 71, 0.330233
ENSGALG00000001577.5, ENSGALG00000001577.6, 86, 0.591946
ENSGALG00000001577.6, ENSGALG00000001577.7, 95, 0.928358
ENSGALG00000001577.7, ENSGALG00000001577.8, 104, 0.547994

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000001807.1, ENSGALG00000001807.2, 36, 0
ENSGALG00000001807.2, ENSGALG00000001807.3, 42, 0.999486
ENSGALG00000001807.3, ENSGALG00000001807.3, 45, 1
ENSGALG00000001807.3, ENSGALG00000001807.3, 51, 1
ENSGALG00000001807.3, ENSGALG00000001807.3, 53, 1
ENSGALG00000001807.3, ENSGALG00000001807.4, 71, 0.707509
ENSGALG00000001807.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000005287.1, ENSGALG00000005287.2, 36, 0
ENSGALG00000005287.2, ENSGALG00000005287.3, 42, 0.906514
ENSGALG00000005287.3, ENSGALG00000005287.3, 45, 1
ENSGALG00000005287.3, ENSGALG00000005287.3, 51, 1
ENSGALG00000005287.3, ENSGALG00000005287.3, 53, 1
ENSGALG00000005287.3, ENSGALG00000005287.4, 71, 0.817204
ENSGALG00000005287.4, ENSGALG00000005287.5, 86, 0.507463
ENSGALG00000005287.5, ENSGALG00000005287.6, 95, 0.99
ENSGALG00000005287.6, <retired>, 104, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000016308.1, ENSGALG00000016308.2, 36, 0
ENSGALG00000016308.2, ENSGALG00000016308.3, 42, 0.861046
ENSGALG00000016308.3, ENSGALG00000016308.3, 45, 1
ENSGALG00000016308.3, ENSGALG00000016308.3, 51, 1
ENSGALG00000016308.3, ENSGALG00000016308.3, 53, 1
ENSGALG00000016308.3, ENSGALG00000016308.4, 71, 0.310119
ENSGALG00000016308.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000004848.1, ENSGALG00000004848.2, 36, 0
ENSGALG00000004848.2, ENSGALG00000004848.3, 42, 0.45939
ENSGALG00000004848.3, ENSGALG00000004848.3, 45, 1
ENSGALG00000004848.3, ENSGALG00000004848.3, 51, 1
ENSGALG00000004848.3, ENSGALG00000004848.3, 53, 1
ENSGALG00000004848.3, ENSGALG00000004848.4, 71, 0.876315
ENSGALG00000004848.4, ENSGALG00000004848.5, 86, 0.737167
ENSGALG00000004848.5, ENSGALG00000004848.6, 87, 0.941564
ENSGALG00000004848.6, ENSGALG00000004848.7, 95, 0.839442
ENSGALG00000004848.7, ENSGALG00000004848.8, 104, 0.984783

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000000840.1, ENSGALG00000000840.2, 36, 0
ENSGALG00000000840.2, ENSGALG00000000840.3, 42, 0.847682
ENSGALG00000000840.3, ENSGALG00000000840.3, 45, 1
ENSGALG00000000840.3, ENSGALG00000000840.3, 51, 1
ENSGALG00000000840.3, ENSGALG00000000840.3, 53, 1
ENSGALG00000000840.3, ENSGALG00000000840.4, 71, 0.515621
ENSGALG00000000840.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000016403.1, ENSGALG00000016403.2, 36, 0
ENSGALG00000016403.2, ENSGALG00000016403.3, 42, 0.674136
ENSGALG00000016403.3, ENSGALG00000016403.3, 45, 1
ENSGALG00000016403.3, ENSGALG00000016403.3, 51, 1
ENSGALG00000016403.3, ENSGALG00000016403.3, 53, 1
ENSGALG00000016403.3, ENSGALG00000016403.4, 71, 0.376622
ENSGALG00000016403.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000009896.1, ENSGALG00000009896.2, 36, 0
ENSGALG00000009896.2, ENSGALG00000009896.3, 42, 0.950931
ENSGALG00000009896.3, ENSGALG00000009896.3, 45, 1
ENSGALG00000009896.3, ENSGALG00000009896.3, 51, 1
ENSGALG00000009896.3, ENSGALG00000009896.3, 53, 1
ENSGALG00000009896.3, ENSGALG00000009896.4, 71, 0.817714
ENSGALG00000009896.4, ENSGALG00000009896.5, 86, 0.96449
ENSGALG00000009896.5, ENSGALG00000009896.6, 95, 0.985008
ENSGALG00000009896.6, ENSGALG00000009896.7, 104, 0.952087

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000009809.1, ENSGALG00000009809.1, 36, 1
ENSGALG00000009809.1, ENSGALG00000009809.2, 42, 0.987588
ENSGALG00000009809.2, ENSGALG00000009809.2, 45, 1
ENSGALG00000009809.2, ENSGALG00000009809.2, 51, 1
ENSGALG00000009809.2, ENSGALG00000009809.2, 53, 1
ENSGALG00000009809.2, ENSGALG00000009809.3, 71, 0.972299
ENSGALG00000009809.3, ENSGALG00000009809.4, 86, 0.860504
ENSGALG00000009809.4, ENSGALG00000009809.5, 95, 0.573831
ENSGALG00000009809.5, ENSGALG00000009809.6, 104, 0.418475

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000009799.1, ENSGALG00000009799.2, 36, 0
ENSGALG00000009799.2, ENSGALG00000009799.3, 42, 0.929665
ENSGALG00000009799.3, ENSGALG00000009799.3, 45, 1
ENSGALG00000009799.3, ENSGALG00000009799.3, 51, 1
ENSGALG00000009799.3, ENSGALG00000009799.3, 53, 1
ENSGALG00000009799.3, ENSGALG00000009799.4, 71, 0.331705
ENSGALG00000009799.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000012199.1, ENSGALG00000012199.2, 36, 0
ENSGALG00000012199.2, ENSGALG00000012199.3, 42, 0.947293
ENSGALG00000012199.3, ENSGALG00000012199.3, 45, 1
ENSGALG00000012199.3, ENSGALG00000012199.3, 51, 1
ENSGALG00000012199.3, ENSGALG00000012199.3, 53, 1
ENSGALG00000012199.3, ENSGALG00000012199.4, 71, 0.956748
ENSGALG00000012199.4, ENSGALG00000012199.5, 86, 0.9022
ENSGALG00000012199.5, ENSGALG00000012199.6, 87, 0.982265
ENSGALG00000012199.6, ENSGALG00000012199.7, 95, 0.817545
ENSGALG00000012199.7, ENSGALG00000012199.8, 104, 0.964713

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000011718.1, ENSGALG00000011718.2, 36, 0
ENSGALG00000011718.2, ENSGALG00000011718.3, 42, 0.481648
ENSGALG00000011718.3, ENSGALG00000011718.3, 45, 1
ENSGALG00000011718.3, ENSGALG00000011718.3, 51, 1
ENSGALG00000011718.3, ENSGALG00000011718.3, 53, 1
ENSGALG00000011718.3, ENSGALG00000011718.4, 71, 0.853436
ENSGALG00000011718.4, ENSGALG00000011718.5, 86, 0.885001
ENSGALG00000011718.5, ENSGALG00000011718.6, 87, 0.907584
ENSGALG00000011718.6, ENSGALG00000011718.7, 95, 0.844905
ENSGALG00000011718.7, ENSGALG00000011718.8, 104, 0.385065

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000002248.1, ENSGALG00000002248.2, 36, 0
ENSGALG00000002248.2, ENSGALG00000002248.3, 42, 0.690674
ENSGALG00000002248.3, ENSGALG00000002248.3, 45, 1
ENSGALG00000002248.3, ENSGALG00000002248.3, 51, 1
ENSGALG00000002248.3, ENSGALG00000002248.3, 53, 1
ENSGALG00000002248.3, ENSGALG00000002248.4, 71, 0.499734
ENSGALG00000002248.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000008848.1, ENSGALG00000008848.1, 36, 1
ENSGALG00000008848.1, ENSGALG00000008848.2, 42, 0.921283
ENSGALG00000008848.2, ENSGALG00000008848.2, 45, 1
ENSGALG00000008848.2, ENSGALG00000008848.2, 51, 1
ENSGALG00000008848.2, ENSGALG00000008848.2, 53, 1
ENSGALG00000008848.2, ENSGALG00000008848.3, 71, 0.921283
ENSGALG00000008848.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000006726.1, ENSGALG00000006726.2, 36, 0
ENSGALG00000006726.2, ENSGALG00000006726.3, 42, 0.635727
ENSGALG00000006726.3, ENSGALG00000006726.3, 45, 1
ENSGALG00000006726.3, ENSGALG00000006726.3, 51, 1
ENSGALG00000006726.3, ENSGALG00000006726.3, 53, 1
ENSGALG00000006726.3, ENSGALG00000006726.4, 71, 0.323039
ENSGALG00000006726.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000016933.1, ENSGALG00000016933.2, 36, 0
ENSGALG00000016933.2, ENSGALG00000016933.3, 42, 0.595539
ENSGALG00000016933.3, ENSGALG00000016933.3, 45, 1
ENSGALG00000016933.3, ENSGALG00000016933.3, 51, 1
ENSGALG00000016933.3, ENSGALG00000016933.3, 53, 1
ENSGALG00000016933.3, ENSGALG00000016933.4, 71, 0.464323
ENSGALG00000016933.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000006505.1, ENSGALG00000006505.2, 36, 0
ENSGALG00000006505.2, ENSGALG00000006505.3, 42, 0.751197
ENSGALG00000006505.3, ENSGALG00000006505.3, 45, 1
ENSGALG00000006505.3, ENSGALG00000006505.3, 51, 1
ENSGALG00000006505.3, ENSGALG00000006505.3, 53, 1
ENSGALG00000006505.3, ENSGALG00000006505.4, 71, 0.474159
ENSGALG00000006505.4, ENSGALG00000006505.5, 86, 0.459416
ENSGALG00000006505.5, ENSGALG00000006505.6, 87, 0.989843
ENSGALG00000006505.6, ENSGALG00000006505.7, 95, 0.969955
ENSGALG00000006505.7, ENSGALG00000006505.8, 104, 0.918768

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000003699.1, ENSGALG00000003699.2, 36, 0
ENSGALG00000003699.2, ENSGALG00000003699.3, 42, 0.745415
ENSGALG00000003699.3, ENSGALG00000003699.3, 45, 1
ENSGALG00000003699.3, ENSGALG00000003699.3, 51, 1
ENSGALG00000003699.3, ENSGALG00000003699.3, 53, 1
ENSGALG00000003699.3, ENSGALG00000003699.4, 71, 0.763794
ENSGALG00000003699.4, ENSGALG00000003699.5, 86, 0.799084
ENSGALG00000003699.5, ENSGALG00000003699.6, 95, 0.910567
ENSGALG00000003699.6, ENSGALG00000003699.7, 104, 0.60101

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000000583.1, ENSGALG00000000583.2, 36, 0
ENSGALG00000000583.2, ENSGALG00000000583.3, 42, 0.287511
ENSGALG00000000583.3, ENSGALG00000000583.3, 45, 1
ENSGALG00000000583.3, ENSGALG00000000583.3, 51, 1
ENSGALG00000000583.3, ENSGALG00000000583.3, 53, 1
ENSGALG00000000583.3, ENSGALG00000000583.4, 71, 0.610333
ENSGALG00000000583.4, ENSGALG00000000583.5, 86, 0.783479
ENSGALG00000000583.5, ENSGALG00000000583.6, 95, 0.7536
ENSGALG00000000583.6, ENSGALG00000000583.7, 104, 0.624309

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000005422.1, ENSGALG00000005422.2, 36, 0
ENSGALG00000005422.2, ENSGALG00000005422.3, 42, 0.704786
ENSGALG00000005422.3, ENSGALG00000005422.3, 45, 1
ENSGALG00000005422.3, ENSGALG00000005422.3, 51, 1
ENSGALG00000005422.3, ENSGALG00000005422.3, 53, 1
ENSGALG00000005422.3, ENSGALG00000005422.4, 71, 0.975348
ENSGALG00000005422.4, ENSGALG00000005422.5, 86, 0.913981
ENSGALG00000005422.5, ENSGALG00000005422.6, 95, 0.970812
ENSGALG00000005422.6, ENSGALG00000005422.7, 104, 0.845252

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000005653.1, ENSGALG00000005653.2, 36, 0
ENSGALG00000005653.2, ENSGALG00000005653.3, 42, 0.894611
ENSGALG00000005653.3, ENSGALG00000005653.3, 45, 1
ENSGALG00000005653.3, ENSGALG00000005653.3, 51, 1
ENSGALG00000005653.3, ENSGALG00000005653.3, 53, 1
ENSGALG00000005653.3, ENSGALG00000005653.4, 71, 0.548234
ENSGALG00000005653.4, ENSGALG00000005653.5, 86, 0.954471
ENSGALG00000005653.5, ENSGALG00000005653.6, 87, 0.984285
ENSGALG00000005653.6, ENSGALG00000005653.7, 95, 0.940293
ENSGALG00000005653.7, ENSGALG00000005653.8, 104, 0.913395

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000017082.1, ENSGALG00000017082.2, 36, 0
ENSGALG00000017082.2, ENSGALG00000017082.3, 42, 0.865971
ENSGALG00000017082.3, ENSGALG00000017082.3, 45, 1
ENSGALG00000017082.3, ENSGALG00000017082.3, 51, 1
ENSGALG00000017082.3, ENSGALG00000017082.3, 53, 1
ENSGALG00000017082.3, ENSGALG00000017082.4, 71, 0.894165
ENSGALG00000017082.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000009604.1, ENSGALG00000009604.2, 36, 0
ENSGALG00000009604.2, ENSGALG00000009604.3, 42, 0.575291
ENSGALG00000009604.3, ENSGALG00000009604.3, 45, 1
ENSGALG00000009604.3, ENSGALG00000009604.3, 51, 1
ENSGALG00000009604.3, ENSGALG00000009604.3, 53, 1
ENSGALG00000009604.3, ENSGALG00000009604.4, 71, 0.304266
ENSGALG00000009604.4, ENSGALG00000009604.5, 86, 0.701742
ENSGALG00000009604.5, ENSGALG00000009604.6, 87, 0.893326
ENSGALG00000009604.6, ENSGALG00000009604.7, 95, 0.748498
ENSGALG00000009604.7, ENSGALG00000009604.8, 104, 0.983579

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000014795.1, ENSGALG00000014795.2, 36, 0
ENSGALG00000014795.2, ENSGALG00000014795.3, 42, 0.699836
ENSGALG00000014795.3, ENSGALG00000014795.3, 45, 1
ENSGALG00000014795.3, ENSGALG00000014795.3, 51, 1
ENSGALG00000014795.3, ENSGALG00000014795.3, 53, 1
ENSGALG00000014795.3, ENSGALG00000014795.4, 71, 0.998877
ENSGALG00000014795.4, ENSGALG00000014795.5, 86, 0.8827
ENSGALG00000014795.5, ENSGALG00000014795.6, 95, 0.853873
ENSGALG00000014795.6, ENSGALG00000014795.7, 104, 0.832961

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000002581.1, ENSGALG00000002581.2, 36, 0
ENSGALG00000002581.2, ENSGALG00000002581.3, 42, 0.872639
ENSGALG00000002581.3, ENSGALG00000002581.3, 45, 1
ENSGALG00000002581.3, ENSGALG00000002581.3, 51, 1
ENSGALG00000002581.3, ENSGALG00000002581.3, 53, 1
ENSGALG00000002581.3, ENSGALG00000002581.4, 71, 0.265312
ENSGALG00000002581.4, ENSGALG00000002581.5, 86, 0.401073
ENSGALG00000002581.5, ENSGALG00000002581.6, 87, 0.492679
ENSGALG00000002581.6, ENSGALG00000002581.7, 95, 0.868372
ENSGALG00000002581.7, ENSGALG00000002581.8, 104, 0.917827

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000014859.1, ENSGALG00000014859.2, 36, 0
ENSGALG00000014859.2, ENSGALG00000014859.3, 42, 0.923861
ENSGALG00000014859.3, ENSGALG00000014859.3, 45, 1
ENSGALG00000014859.3, ENSGALG00000014859.3, 51, 1
ENSGALG00000014859.3, ENSGALG00000014859.3, 53, 1
ENSGALG00000014859.3, ENSGALG00000014859.4, 71, 0.762648
ENSGALG00000014859.4, ENSGALG00000014859.5, 86, 0.696484
ENSGALG00000014859.5, ENSGALG00000014859.6, 95, 0.229003
ENSGALG00000014859.6, ENSGALG00000014859.7, 104, 0.821972

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000027373.1, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000003408.1, ENSGALG00000003408.1, 36, 1
ENSGALG00000003408.1, ENSGALG00000003408.2, 42, 0.735812
ENSGALG00000003408.2, ENSGALG00000003408.2, 45, 1
ENSGALG00000003408.2, ENSGALG00000003408.2, 51, 1
ENSGALG00000003408.2, ENSGALG00000003408.2, 53, 1
ENSGALG00000003408.2, ENSGALG00000003408.3, 95, 0.74695
ENSGALG00000003408.3, ENSGALG00000003408.4, 104, 0.570991

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000009454.1, ENSGALG00000009454.2, 36, 0
ENSGALG00000009454.2, ENSGALG00000009454.3, 42, 0.856467
ENSGALG00000009454.3, ENSGALG00000009454.3, 45, 1
ENSGALG00000009454.3, ENSGALG00000009454.3, 51, 1
ENSGALG00000009454.3, ENSGALG00000009454.3, 53, 1
ENSGALG00000009454.3, ENSGALG00000009454.4, 71, 0.899344
ENSGALG00000009454.4, ENSGALG00000009454.5, 86, 0.886048
ENSGALG00000009454.5, ENSGALG00000009454.6, 95, 0.974341
ENSGALG00000009454.6, ENSGALG00000009454.7, 104, 0.784736

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000011276.1, ENSGALG00000011276.1, 36, 1
ENSGALG00000011276.1, ENSGALG00000011276.2, 42, 0.493032
ENSGALG00000011276.2, ENSGALG00000011276.2, 45, 1
ENSGALG00000011276.2, ENSGALG00000011276.2, 51, 1
ENSGALG00000011276.2, ENSGALG00000011276.2, 53, 1
ENSGALG00000011276.2, ENSGALG00000011276.3, 86, 0.914673
ENSGALG00000011276.3, ENSGALG00000011276.4, 87, 0.945714
ENSGALG00000011276.4, ENSGALG00000011276.5, 95, 0.434601
ENSGALG00000011276.5, ENSGALG00000011276.6, 104, 0.621083

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000012277.1, ENSGALG00000012277.2, 36, 0
ENSGALG00000012277.2, ENSGALG00000012277.3, 42, 0.371569
ENSGALG00000012277.3, ENSGALG00000012277.3, 45, 1
ENSGALG00000012277.3, ENSGALG00000012277.3, 51, 1
ENSGALG00000012277.3, ENSGALG00000012277.3, 53, 1
ENSGALG00000012277.3, ENSGALG00000012277.4, 95, 0.959403
ENSGALG00000012277.4, ENSGALG00000012277.5, 104, 0.92921

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000003683.1, ENSGALG00000003683.2, 36, 0
ENSGALG00000003683.2, ENSGALG00000003683.3, 42, 0.696047
ENSGALG00000003683.3, ENSGALG00000003683.3, 45, 1
ENSGALG00000003683.3, ENSGALG00000003683.3, 51, 1
ENSGALG00000003683.3, ENSGALG00000003683.3, 53, 1
ENSGALG00000003683.3, ENSGALG00000003683.4, 71, 0.992144
ENSGALG00000003683.4, ENSGALG00000003683.5, 86, 0.993786
ENSGALG00000003683.5, ENSGALG00000003683.6, 95, 0.974527
ENSGALG00000003683.6, ENSGALG00000003683.7, 104, 0.749242

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000009044.1, ENSGALG00000009044.2, 36, 0
ENSGALG00000009044.2, ENSGALG00000009044.3, 42, 0.672922
ENSGALG00000009044.3, ENSGALG00000009044.3, 45, 1
ENSGALG00000009044.3, ENSGALG00000009044.3, 51, 1
ENSGALG00000009044.3, ENSGALG00000009044.3, 53, 1
ENSGALG00000009044.3, ENSGALG00000009044.4, 71, 0.311367
ENSGALG00000009044.4, ENSGALG00000009044.5, 86, 0.987328
ENSGALG00000009044.5, ENSGALG00000009044.6, 95, 0.99
ENSGALG00000009044.6, ENSGALG00000009044.7, 104, 0.970691

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000019438.1, ENSGALG00000019438.2, 42, 0.994975
ENSGALG00000019438.2, ENSGALG00000019438.2, 45, 1
ENSGALG00000019438.2, ENSGALG00000019438.2, 51, 1
ENSGALG00000019438.2, ENSGALG00000019438.2, 53, 1
ENSGALG00000019438.2, ENSGALG00000019438.3, 71, 0.577267
ENSGALG00000019438.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000013956.1, ENSGALG00000013956.2, 36, 0
ENSGALG00000013956.2, ENSGALG00000013956.3, 42, 0.597996
ENSGALG00000013956.3, ENSGALG00000013956.3, 45, 1
ENSGALG00000013956.3, ENSGALG00000013956.3, 51, 1
ENSGALG00000013956.3, ENSGALG00000013956.3, 53, 1
ENSGALG00000013956.3, ENSGALG00000013956.4, 71, 0.565121
ENSGALG00000013956.4, ENSGALG00000013956.5, 86, 0.770149
ENSGALG00000013956.5, ENSGALG00000013956.6, 87, 0.977173
ENSGALG00000013956.6, ENSGALG00000013956.7, 95, 0.669534
ENSGALG00000013956.7, ENSGALG00000013956.8, 104, 0.812025

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000018512.1, ENSGALG00000018512.2, 42, 0.489222
ENSGALG00000018512.2, ENSGALG00000018512.2, 45, 1
ENSGALG00000018512.2, ENSGALG00000018512.2, 51, 1
ENSGALG00000018512.2, ENSGALG00000018512.2, 53, 1
ENSGALG00000018512.2, ENSGALG00000018512.3, 71, 0.628077
ENSGALG00000018512.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000000049.1, ENSGALG00000000049.2, 36, 0
ENSGALG00000000049.2, ENSGALG00000000049.3, 42, 0.678943
ENSGALG00000000049.3, ENSGALG00000000049.3, 45, 1
ENSGALG00000000049.3, ENSGALG00000000049.3, 51, 1
ENSGALG00000000049.3, ENSGALG00000000049.3, 53, 1
ENSGALG00000000049.3, ENSGALG00000000049.4, 71, 0.414739
ENSGALG00000000049.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000016995.1, ENSGALG00000016995.2, 36, 0
ENSGALG00000016995.2, ENSGALG00000016995.3, 42, 0.7985
ENSGALG00000016995.3, ENSGALG00000016995.3, 45, 1
ENSGALG00000016995.3, ENSGALG00000016995.3, 51, 1
ENSGALG00000016995.3, ENSGALG00000016995.3, 53, 1
ENSGALG00000016995.3, ENSGALG00000016995.4, 71, 0.783704
ENSGALG00000016995.4, ENSGALG00000016995.5, 86, 0.92532
ENSGALG00000016995.5, ENSGALG00000016995.6, 95, 0.772512
ENSGALG00000016995.6, ENSGALG00000016995.7, 104, 0.434309

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000017129.1, ENSGALG00000017129.1, 36, 1
ENSGALG00000017129.1, ENSGALG00000017129.2, 42, 0.805378
ENSGALG00000017129.2, ENSGALG00000017129.2, 45, 1
ENSGALG00000017129.2, ENSGALG00000017129.2, 51, 1
ENSGALG00000017129.2, ENSGALG00000017129.2, 53, 1
ENSGALG00000017129.2, ENSGALG00000017129.3, 71, 0.705506
ENSGALG00000017129.3, ENSGALG00000017129.4, 86, 0.79749
ENSGALG00000017129.4, ENSGALG00000017129.5, 87, 0.923365
ENSGALG00000017129.5, ENSGALG00000017129.6, 95, 0.654708
ENSGALG00000017129.6, ENSGALG00000017129.7, 104, 0.995277

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000009008.1, ENSGALG00000009008.1, 36, 1
ENSGALG00000009008.1, ENSGALG00000009008.2, 42, 0.999002
ENSGALG00000009008.2, ENSGALG00000009008.2, 45, 1
ENSGALG00000009008.2, ENSGALG00000009008.2, 51, 1
ENSGALG00000009008.2, ENSGALG00000009008.2, 53, 1
ENSGALG00000009008.2, ENSGALG00000009008.3, 71, 0.727
ENSGALG00000009008.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000006806.1, ENSGALG00000006806.2, 36, 0
ENSGALG00000006806.2, ENSGALG00000006806.3, 42, 0.813736
ENSGALG00000006806.3, ENSGALG00000006806.3, 45, 1
ENSGALG00000006806.3, ENSGALG00000006806.3, 51, 1
ENSGALG00000006806.3, ENSGALG00000006806.3, 53, 1
ENSGALG00000006806.3, ENSGALG00000006806.4, 71, 0.673678
ENSGALG00000006806.4, ENSGALG00000006806.5, 86, 0.866656
ENSGALG00000006806.5, ENSGALG00000006806.6, 95, 0.828306
ENSGALG00000006806.6, ENSGALG00000006806.7, 104, 0.966855

